Latitude (decimal degrees):	10.738
Longitude (decimal degrees):	122.543
Elevation (m):	10
Radiation database:	PVGIS-ERA5


Slope: - deg. 
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201202:1530,0.0,0.0,0.0,25.01,0.83,0.0
20201202:1630,0.0,0.0,0.0,24.49,1.17,0.0
20201202:1730,0.0,0.0,0.0,24.75,0.9,0.0
20201202:1830,0.0,0.0,0.0,25.44,0.41,0.0
20201202:1930,0.0,0.0,0.0,23.98,1.24,0.0
20201202:2030,0.0,0.0,0.0,24.07,1.17,0.0
20201202:2130,0.0,0.0,-6.21,23.92,1.31,0.0
20201202:2230,48.54,75.3,7.4,24.08,1.45,0.0
20201202:2330,205.99,268.34,20.62,25.22,0.76,0.0
20201203:0030,343.24,449.07,33.01,26.16,0.14,0.0
20201203:0130,366.87,484.29,44.24,26.89,0.21,0.0
20201203:0230,465.17,625.54,52.95,27.48,0.14,0.0
20201203:0330,401.5,532.54,57.09,28.24,0.55,0.0
20201203:0430,451.54,595.38,54.97,28.63,1.52,0.0
20201203:0530,381.29,499.83,47.54,28.75,1.79,0.0
20201203:0630,227.52,301.24,36.97,28.75,1.66,0.0
20201203:0730,174.61,231.56,24.8,27.41,1.86,0.0
20201203:0830,23.57,44.11,11.78,27.32,1.38,0.0
20201203:0930,0.0,0.0,-1.72,27.15,1.03,0.0
20201203:1030,0.0,0.0,0.0,26.58,0.97,0.0
20201203:1130,0.0,0.0,0.0,26.14,1.31,0.0
20201203:1230,0.0,0.0,0.0,25.73,1.17,0.0
20201203:1330,0.0,0.0,0.0,25.58,1.17,0.0
20201203:1430,0.0,0.0,0.0,25.23,1.24,0.0
20201203:1530,0.0,0.0,0.0,25.35,1.45,0.0
20201203:1630,0.0,0.0,0.0,25.3,1.52,0.0
20201203:1730,0.0,0.0,0.0,25.03,1.17,0.0
20201203:1830,0.0,0.0,0.0,25.12,0.97,0.0
20201203:1930,0.0,0.0,0.0,25.12,0.9,0.0
20201203:2030,0.0,0.0,0.0,24.67,1.17,0.0
20201203:2130,0.0,0.0,-6.32,24.34,1.52,0.0
20201203:2230,221.78,282.98,7.28,24.37,1.38,0.0
20201203:2330,335.86,427.99,20.49,25.24,1.24,0.0
20201204:0030,536.38,706.84,32.86,26.1,0.97,0.0
20201204:0130,626.55,846.56,44.07,26.99,0.97,0.0
20201204:0230,558.42,738.47,52.79,27.73,1.86,0.0
20201204:0330,550.87,723.26,56.94,28.13,2.34,0.0
20201204:0430,595.35,783.18,54.88,28.39,2.9,0.0
20201204:0530,515.18,672.17,47.49,28.44,2.55,0.0
20201204:0630,368.08,475.27,36.97,28.65,2.28,0.0
20201204:0730,326.37,424.14,24.83,28.39,0.97,0.0
20201204:0830,101.81,142.6,11.82,28.36,0.62,0.0
20201204:0930,0.0,0.0,-1.65,27.92,1.1,0.0
20201204:1030,0.0,0.0,0.0,26.82,1.86,0.0
20201204:1130,0.0,0.0,0.0,26.41,2.28,0.0
20201204:1230,0.0,0.0,0.0,26.31,2.0,0.0
20201204:1330,0.0,0.0,0.0,25.96,1.86,0.0
20201204:1430,0.0,0.0,0.0,25.42,1.52,0.0
20201204:1530,0.0,0.0,0.0,25.01,1.31,0.0
20201204:1630,0.0,0.0,0.0,24.98,1.59,0.0
20201204:1730,0.0,0.0,0.0,24.81,1.66,0.0
20201204:1830,0.0,0.0,0.0,24.71,1.93,0.0
20201204:1930,0.0,0.0,0.0,24.79,1.38,0.0
20201204:2030,0.0,0.0,0.0,24.56,1.38,0.0
20201204:2130,0.0,0.0,-6.43,24.73,2.21,0.0
20201204:2230,168.91,218.98,7.15,24.74,2.62,0.0
20201204:2330,422.86,536.44,20.35,25.07,2.48,0.0
20201205:0030,542.67,702.9,32.71,26.0,2.28,0.0
20201205:0130,555.37,725.56,43.92,26.95,2.21,0.0
20201205:0230,602.78,800.88,52.63,27.76,1.93,0.0
20201205:0330,530.7,698.94,56.8,28.48,1.93,0.0
20201205:0430,531.18,694.84,54.79,28.78,2.76,0.0
20201205:0530,449.11,580.79,47.46,28.66,3.1,0.0
20201205:0630,364.63,465.94,36.98,28.11,3.45,0.0
20201205:0730,267.72,342.94,24.86,28.16,3.79,0.0
20201205:0830,315.39,399.52,11.87,27.76,3.93,0.0
20201205:0930,0.0,0.0,-1.59,27.42,3.52,0.0
20201205:1030,0.0,0.0,0.0,26.94,3.24,0.0
20201205:1130,0.0,0.0,0.0,26.59,3.45,0.0
20201205:1230,0.0,0.0,0.0,26.42,3.38,0.0
20201205:1330,0.0,0.0,0.0,26.15,3.38,0.0
20201205:1430,0.0,0.0,0.0,25.81,3.59,0.0
20201205:1530,0.0,0.0,0.0,25.61,3.79,0.0
20201205:1630,0.0,0.0,0.0,25.43,4.0,0.0
20201205:1730,0.0,0.0,0.0,25.26,3.86,0.0
20201205:1830,0.0,0.0,0.0,25.15,3.72,0.0
20201205:1930,0.0,0.0,0.0,25.31,4.41,0.0
20201205:2030,0.0,0.0,0.0,25.33,4.41,0.0
20201205:2130,0.0,0.0,-6.55,25.33,4.07,0.0
20201205:2230,213.41,271.8,7.03,25.31,3.72,0.0
20201205:2330,337.38,424.88,20.22,25.59,3.59,0.0
20201206:0030,498.47,630.22,32.57,26.46,4.9,0.0
20201206:0130,508.2,646.13,43.76,27.29,5.45,0.0
20201206:0230,589.87,756.16,52.47,28.0,5.45,0.0
20201206:0330,568.81,730.88,56.67,28.6,5.38,0.0
20201206:0430,584.26,753.02,54.71,28.65,5.24,0.0
20201206:0530,516.41,663.85,47.43,28.57,4.62,0.0
20201206:0630,274.06,354.22,36.98,28.51,4.21,0.0
20201206:0730,66.65,100.43,24.89,27.67,4.0,0.0
20201206:0830,9.43,23.7,11.93,26.34,4.0,0.0
20201206:0930,0.0,0.0,-1.52,25.84,4.34,0.0
20201206:1030,0.0,0.0,0.0,25.48,4.34,0.0
20201206:1130,0.0,0.0,0.0,25.33,4.14,0.0
20201206:1230,0.0,0.0,0.0,25.31,3.86,0.0
20201206:1330,0.0,0.0,0.0,25.18,3.66,0.0
20201206:1430,0.0,0.0,0.0,25.17,3.79,0.0
20201206:1530,0.0,0.0,0.0,25.12,3.79,0.0
20201206:1630,0.0,0.0,0.0,24.91,3.79,0.0
20201206:1730,0.0,0.0,0.0,24.92,3.93,0.0
20201206:1830,0.0,0.0,0.0,24.93,4.21,0.0
20201206:1930,0.0,0.0,0.0,24.91,4.28,0.0
20201206:2030,0.0,0.0,0.0,25.12,3.86,0.0
20201206:2130,0.0,0.0,-6.66,25.22,4.07,0.0
20201206:2230,59.08,88.06,6.91,25.29,3.72,0.0
20201206:2330,173.08,225.88,20.08,25.51,3.59,0.0
20201207:0030,379.08,483.28,32.43,26.0,2.83,0.0
20201207:0130,576.25,755.86,43.61,26.87,2.34,0.0
20201207:0230,590.72,783.23,52.32,27.79,2.21,0.0
20201207:0330,539.83,724.12,56.55,28.39,1.31,0.0
20201207:0430,487.26,655.39,54.63,28.65,0.62,0.0
20201207:0530,363.8,485.1,47.4,28.63,0.0,0.0
20201207:0630,354.6,466.15,37.0,28.26,0.48,0.0
20201207:0730,209.33,274.97,24.93,27.38,1.38,0.0
20201207:0830,72.61,106.04,11.98,27.0,1.17,0.0
20201207:0930,0.0,0.0,-1.45,26.62,0.55,0.0
20201207:1030,0.0,0.0,0.0,26.42,0.28,0.0
20201207:1130,0.0,0.0,0.0,25.66,0.55,0.0
20201207:1230,0.0,0.0,0.0,25.34,0.48,0.0
20201207:1330,0.0,0.0,0.0,25.12,0.76,0.0
20201207:1430,0.0,0.0,0.0,25.07,0.83,0.0
20201207:1530,0.0,0.0,0.0,24.91,0.9,0.0
20201207:1630,0.0,0.0,0.0,24.33,1.38,0.0
20201207:1730,0.0,0.0,0.0,24.19,1.17,0.0
20201207:1830,0.0,0.0,0.0,24.32,1.66,0.0
20201207:1930,0.0,0.0,0.0,24.78,2.69,0.0
20201207:2030,0.0,0.0,0.0,24.92,2.76,0.0
20201207:2130,0.0,0.0,0.0,24.94,2.62,0.0
20201207:2230,384.32,484.07,6.78,24.81,2.21,0.0
20201207:2330,543.36,700.07,19.95,25.58,2.28,0.0
20201208:0030,537.82,691.45,32.29,26.53,3.1,0.0
20201208:0130,578.06,750.33,43.47,27.55,3.52,0.0
20201208:0230,628.88,825.44,52.18,28.44,3.38,0.0
20201208:0330,605.84,801.11,56.43,29.08,2.83,0.0
20201208:0430,637.65,850.41,54.56,29.49,2.62,0.0
20201208:0530,581.78,768.52,47.38,29.56,2.69,0.0
20201208:0630,315.52,407.38,37.01,29.11,3.38,0.0
20201208:0730,311.57,398.04,24.97,28.18,3.93,0.0
20201208:0830,131.36,176.85,12.04,27.91,3.66,0.0
20201208:0930,0.0,0.0,-1.37,27.32,2.76,0.0
20201208:1030,0.0,0.0,0.0,26.84,3.31,0.0
20201208:1130,0.0,0.0,0.0,26.42,3.03,0.0
20201208:1230,0.0,0.0,0.0,25.97,2.9,0.0
20201208:1330,0.0,0.0,0.0,25.76,3.31,0.0
20201208:1430,0.0,0.0,0.0,25.55,3.45,0.0
20201208:1530,0.0,0.0,0.0,25.45,3.52,0.0
20201208:1630,0.0,0.0,0.0,25.41,3.59,0.0
20201208:1730,0.0,0.0,0.0,25.38,3.45,0.0
20201208:1830,0.0,0.0,0.0,25.34,3.38,0.0
20201208:1930,0.0,0.0,0.0,25.22,3.45,0.0
20201208:2030,0.0,0.0,0.0,25.22,3.38,0.0
20201208:2130,0.0,0.0,0.0,25.29,3.17,0.0
20201208:2230,285.35,359.49,6.66,25.2,3.1,0.0
20201208:2330,503.45,641.25,19.82,25.6,2.97,0.0
20201209:0030,631.49,819.24,32.15,26.63,3.45,0.0
20201209:0130,683.32,900.14,43.32,27.65,3.31,0.0
20201209:0230,664.03,877.83,52.04,28.42,3.1,0.0
20201209:0330,657.18,870.45,56.32,28.94,3.17,0.0
20201209:0430,701.06,931.08,54.5,29.13,3.59,0.0
20201209:0530,535.89,694.33,47.37,28.84,3.79,0.0
20201209:0630,325.09,415.68,37.04,28.38,4.34,0.0
20201209:0730,137.79,185.94,25.02,27.39,4.07,0.0
20201209:0830,18.8,37.88,12.11,27.25,3.24,0.0
20201209:0930,0.0,0.0,-1.29,27.06,2.48,0.0
20201209:1030,0.0,0.0,0.0,26.56,3.03,0.0
20201209:1130,0.0,0.0,0.0,26.12,3.03,0.0
20201209:1230,0.0,0.0,0.0,25.85,2.69,0.0
20201209:1330,0.0,0.0,0.0,25.59,2.41,0.0
20201209:1430,0.0,0.0,0.0,25.52,2.48,0.0
20201209:1530,0.0,0.0,0.0,25.41,2.48,0.0
20201209:1630,0.0,0.0,0.0,25.23,2.34,0.0
20201209:1730,0.0,0.0,0.0,25.04,2.48,0.0
20201209:1830,0.0,0.0,0.0,24.86,2.76,0.0
20201209:1930,0.0,0.0,0.0,24.84,2.07,0.0
20201209:2030,0.0,0.0,0.0,24.62,1.86,0.0
20201209:2130,0.0,0.0,0.0,24.54,2.0,0.0
20201209:2230,375.24,471.99,6.54,24.49,2.21,0.0
20201209:2330,487.14,622.11,19.69,25.16,2.21,0.0
20201210:0030,592.23,771.71,32.02,26.56,2.48,0.0
20201210:0130,624.52,823.39,43.19,27.5,2.41,0.0
20201210:0230,675.59,906.11,51.91,28.31,2.34,0.0
20201210:0330,708.14,963.83,56.21,28.99,2.07,0.0
20201210:0430,618.35,830.36,54.45,29.5,2.07,0.0
20201210:0530,660.47,895.72,47.36,29.55,1.93,0.0
20201210:0630,650.24,873.13,37.06,29.69,2.34,0.0
20201210:0730,517.42,685.69,25.07,29.73,1.66,0.0
20201210:0830,283.54,365.95,12.18,29.06,2.0,0.0
20201210:0930,0.0,0.0,-1.22,27.83,1.86,0.0
20201210:1030,0.0,0.0,0.0,26.92,2.21,0.0
20201210:1130,0.0,0.0,0.0,26.31,1.86,0.0
20201210:1230,0.0,0.0,0.0,25.92,0.76,0.0
20201210:1330,0.0,0.0,0.0,25.65,1.59,0.0
20201210:1430,0.0,0.0,0.0,25.55,1.93,0.0
20201210:1530,0.0,0.0,0.0,25.36,2.0,0.0
20201210:1630,0.0,0.0,0.0,25.2,2.0,0.0
20201210:1730,0.0,0.0,0.0,25.03,2.07,0.0
20201210:1830,0.0,0.0,0.0,25.02,2.28,0.0
20201210:1930,0.0,0.0,0.0,25.07,2.41,0.0
20201210:2030,0.0,0.0,0.0,25.09,2.83,0.0
20201210:2130,0.0,0.0,0.0,25.12,3.1,0.0
20201210:2230,366.47,459.32,6.42,25.2,3.24,0.0
20201210:2330,553.89,705.09,19.56,25.47,3.45,0.0
20201211:0030,663.55,858.61,31.89,26.47,3.93,0.0
20201211:0130,666.01,866.08,43.05,27.58,4.07,0.0
20201211:0230,659.47,862.43,51.78,28.42,4.0,0.0
20201211:0330,611.26,798.13,56.11,29.09,3.79,0.0
20201211:0430,632.71,832.37,54.4,29.35,3.59,0.0
20201211:0530,632.99,833.7,47.36,29.67,3.66,0.0
20201211:0630,613.74,803.01,37.1,29.59,3.86,0.0
20201211:0730,380.12,485.43,25.12,29.42,4.07,0.0
20201211:0830,301.19,383.63,12.25,28.5,3.79,0.0
20201211:0930,0.0,0.0,-1.13,28.0,3.03,0.0
20201211:1030,0.0,0.0,0.0,27.33,2.48,0.0
20201211:1130,0.0,0.0,0.0,26.86,2.14,0.0
20201211:1230,0.0,0.0,0.0,26.45,2.41,0.0
20201211:1330,0.0,0.0,0.0,26.21,2.69,0.0
20201211:1430,0.0,0.0,0.0,25.97,2.69,0.0
20201211:1530,0.0,0.0,0.0,25.79,3.17,0.0
20201211:1630,0.0,0.0,0.0,25.63,3.1,0.0
20201211:1730,0.0,0.0,0.0,25.53,3.1,0.0
20201211:1830,0.0,0.0,0.0,25.39,3.17,0.0
20201211:1930,0.0,0.0,0.0,25.4,3.45,0.0
20201211:2030,0.0,0.0,0.0,25.3,3.52,0.0
20201211:2130,0.0,0.0,0.0,25.16,3.72,0.0
20201211:2230,330.4,412.57,6.3,25.07,3.66,0.0
20201211:2330,479.59,606.37,19.44,25.48,3.31,0.0
20201212:0030,640.44,829.61,31.76,26.36,3.52,0.0
20201212:0130,630.97,818.94,42.92,27.5,3.93,0.0
20201212:0230,590.57,764.64,51.66,28.16,4.0,0.0
20201212:0330,585.41,758.46,56.02,28.53,4.14,0.0
20201212:0430,518.46,669.3,54.36,28.72,3.86,0.0
20201212:0530,517.8,668.03,47.37,28.56,4.07,0.0
20201212:0630,459.76,587.02,37.13,28.37,4.07,0.0
20201212:0730,313.42,399.78,25.18,28.01,3.72,0.0
20201212:0830,213.98,275.76,12.32,27.6,3.72,0.0
20201212:0930,0.0,0.0,-1.05,27.19,3.72,0.0
20201212:1030,0.0,0.0,0.0,26.73,3.45,0.0
20201212:1130,0.0,0.0,0.0,26.39,3.45,0.0
20201212:1230,0.0,0.0,0.0,26.14,3.86,0.0
20201212:1330,0.0,0.0,0.0,25.87,3.86,0.0
20201212:1430,0.0,0.0,0.0,25.53,4.07,0.0
20201212:1530,0.0,0.0,0.0,25.43,4.21,0.0
20201212:1630,0.0,0.0,0.0,25.35,3.93,0.0
20201212:1730,0.0,0.0,0.0,25.3,3.86,0.0
20201212:1830,0.0,0.0,0.0,25.14,3.79,0.0
20201212:1930,0.0,0.0,0.0,25.42,3.59,0.0
20201212:2030,0.0,0.0,0.0,25.31,3.59,0.0
20201212:2130,0.0,0.0,0.0,25.23,3.38,0.0
20201212:2230,341.41,427.9,6.18,25.25,3.31,0.0
20201212:2330,546.06,693.39,19.31,25.53,3.59,0.0
20201213:0030,578.13,740.96,31.63,26.46,3.86,0.0
20201213:0130,559.09,722.5,42.8,27.36,3.52,0.0
20201213:0230,587.16,763.58,51.55,28.05,3.31,0.0
20201213:0330,676.93,895.84,55.94,28.46,3.38,0.0
20201213:0430,629.75,826.57,54.33,28.65,3.52,0.0
20201213:0530,564.53,730.44,47.38,28.45,3.86,0.0
20201213:0630,361.19,458.87,37.18,28.38,4.41,0.0
20201213:0730,474.46,606.88,25.25,28.03,3.59,0.0
20201213:0830,307.51,389.61,12.4,27.88,4.0,0.0
20201213:0930,0.0,0.0,-0.96,27.36,3.52,0.0
20201213:1030,0.0,0.0,0.0,26.75,3.31,0.0
20201213:1130,0.0,0.0,0.0,26.32,3.52,0.0
20201213:1230,0.0,0.0,0.0,26.15,3.59,0.0
20201213:1330,0.0,0.0,0.0,25.97,3.93,0.0
20201213:1430,0.0,0.0,0.0,25.8,3.93,0.0
20201213:1530,0.0,0.0,0.0,25.58,3.86,0.0
20201213:1630,0.0,0.0,0.0,25.45,3.72,0.0
20201213:1730,0.0,0.0,0.0,25.22,3.66,0.0
20201213:1830,0.0,0.0,0.0,25.17,3.66,0.0
20201213:1930,0.0,0.0,0.0,25.33,3.79,0.0
20201213:2030,0.0,0.0,0.0,25.22,3.86,0.0
20201213:2130,0.0,0.0,0.0,25.16,4.0,0.0
20201213:2230,279.03,349.63,6.06,25.22,4.0,0.0
20201213:2330,473.49,596.17,19.19,25.53,3.79,0.0
20201214:0030,581.75,739.39,31.51,26.56,4.76,0.0
20201214:0130,717.82,941.29,42.68,27.42,4.07,0.0
20201214:0230,684.56,899.6,51.44,28.43,3.93,0.0
20201214:0330,735.04,975.17,55.87,29.05,4.21,0.0
20201214:0430,688.9,904.02,54.3,29.75,5.03,0.0
20201214:0530,602.44,778.5,47.4,29.86,5.86,0.0
20201214:0630,519.46,661.84,37.22,28.92,6.14,0.0
20201214:0730,400.45,506.04,25.31,28.78,5.93,0.0
20201214:0830,311.41,392.98,12.48,27.8,5.59,0.0
20201214:0930,0.0,0.0,-0.87,27.12,5.72,0.0
20201214:1030,0.0,0.0,0.0,26.15,5.93,0.0
20201214:1130,0.0,0.0,0.0,25.59,5.03,0.0
20201214:1230,0.0,0.0,0.0,25.4,4.69,0.0
20201214:1330,0.0,0.0,0.0,25.37,4.62,0.0
20201214:1430,0.0,0.0,0.0,25.45,5.03,0.0
20201214:1530,0.0,0.0,0.0,25.25,5.1,0.0
20201214:1630,0.0,0.0,0.0,25.23,4.83,0.0
20201214:1730,0.0,0.0,0.0,25.23,4.76,0.0
20201214:1830,0.0,0.0,0.0,25.13,4.69,0.0
20201214:1930,0.0,0.0,0.0,25.14,4.69,0.0
20201214:2030,0.0,0.0,0.0,25.2,4.28,0.0
20201214:2130,0.0,0.0,0.0,25.29,4.14,0.0
20201214:2230,200.83,256.7,5.95,25.33,4.14,0.0
20201214:2330,433.12,545.07,19.07,25.66,3.93,0.0
20201215:0030,571.83,726.98,31.39,26.52,5.03,0.0
20201215:0130,629.62,805.47,42.56,27.35,5.79,0.0
20201215:0230,684.14,882.49,51.34,28.0,5.93,0.0
20201215:0330,586.39,751.94,55.8,28.55,5.93,0.0
20201215:0430,598.96,768.73,54.28,28.64,5.86,0.0
20201215:0530,535.82,681.55,47.42,28.39,6.07,0.0
20201215:0630,479.26,606.29,37.28,28.16,5.79,0.0
20201215:0730,337.9,426.2,25.38,27.86,5.72,0.0
20201215:0830,173.78,226.7,12.56,27.13,5.24,0.0
20201215:0930,0.0,0.0,-0.78,26.58,4.69,0.0
20201215:1030,0.0,0.0,0.0,25.96,5.1,0.0
20201215:1130,0.0,0.0,0.0,25.52,5.17,0.0
20201215:1230,0.0,0.0,0.0,25.29,5.38,0.0
20201215:1330,0.0,0.0,0.0,25.29,5.38,0.0
20201215:1430,0.0,0.0,0.0,25.13,5.52,0.0
20201215:1530,0.0,0.0,0.0,25.19,5.45,0.0
20201215:1630,0.0,0.0,0.0,25.09,5.24,0.0
20201215:1730,0.0,0.0,0.0,25.0,5.24,0.0
20201215:1830,0.0,0.0,0.0,25.05,5.17,0.0
20201215:1930,0.0,0.0,0.0,25.25,4.48,0.0
20201215:2030,0.0,0.0,0.0,25.14,4.76,0.0
20201215:2130,0.0,0.0,0.0,25.13,5.66,0.0
20201215:2230,243.35,304.61,5.83,25.2,6.76,0.0
20201215:2330,257.03,323.52,18.95,25.29,5.93,0.0
20201216:0030,529.56,666.13,31.27,25.83,5.59,0.0
20201216:0130,629.91,802.59,42.45,26.59,5.86,0.0
20201216:0230,635.89,810.43,51.24,27.39,6.69,0.0
20201216:0330,630.32,805.25,55.74,28.17,7.17,0.0
20201216:0430,578.25,734.57,54.27,28.46,7.59,0.0
20201216:0530,455.41,573.6,47.45,28.24,7.86,0.0
20201216:0630,346.83,436.79,37.33,27.38,7.45,0.0
20201216:0730,269.67,343.53,25.46,27.57,6.55,0.0
20201216:0830,131.48,176.23,12.64,27.08,6.41,0.0
20201216:0930,0.0,0.0,-0.69,26.24,6.07,0.0
20201216:1030,0.0,0.0,0.0,25.76,6.55,0.0
20201216:1130,0.0,0.0,0.0,25.46,7.17,0.0
20201216:1230,0.0,0.0,0.0,25.55,6.55,0.0
20201216:1330,0.0,0.0,0.0,25.49,6.76,0.0
20201216:1430,0.0,0.0,0.0,25.39,6.48,0.0
20201216:1530,0.0,0.0,0.0,25.3,6.41,0.0
20201216:1630,0.0,0.0,0.0,25.22,6.21,0.0
20201216:1730,0.0,0.0,0.0,25.21,6.07,0.0
20201216:1830,0.0,0.0,0.0,25.19,6.0,0.0
20201216:1930,0.0,0.0,0.0,25.27,6.34,0.0
20201216:2030,0.0,0.0,0.0,25.31,6.14,0.0
20201216:2130,0.0,0.0,0.0,25.46,6.14,0.0
20201216:2230,359.2,445.29,5.72,25.57,6.07,0.0
20201216:2330,563.31,706.24,18.84,25.85,6.14,0.0
20201217:0030,665.81,844.43,31.16,26.63,6.83,0.0
20201217:0130,756.12,971.8,42.35,27.58,7.17,0.0
20201217:0230,786.58,1018.45,51.15,28.38,7.17,0.0
20201217:0330,745.04,961.39,55.68,29.0,7.45,0.0
20201217:0430,729.32,943.06,54.26,29.3,7.66,0.0
20201217:0530,656.63,843.3,47.49,29.39,7.59,0.0
20201217:0630,704.9,908.66,37.4,29.24,7.38,0.0
20201217:0730,650.2,830.87,25.53,28.91,7.17,0.0
20201217:0830,412.89,519.68,12.73,28.45,6.55,0.0
20201217:0930,0.0,0.0,-0.59,27.69,5.79,0.0
20201217:1030,0.0,0.0,0.0,26.74,5.52,0.0
20201217:1130,0.0,0.0,0.0,26.23,5.59,0.0
20201217:1230,0.0,0.0,0.0,26.0,5.59,0.0
20201217:1330,0.0,0.0,0.0,25.63,5.79,0.0
20201217:1430,0.0,0.0,0.0,25.38,5.72,0.0
20201217:1530,0.0,0.0,0.0,25.25,5.86,0.0
20201217:1630,0.0,0.0,0.0,25.18,5.86,0.0
20201217:1730,0.0,0.0,0.0,25.08,6.21,0.0
20201217:1830,0.0,0.0,0.0,24.88,5.93,0.0
20201217:1930,0.0,0.0,0.0,25.06,7.17,0.0
20201217:2030,0.0,0.0,0.0,25.06,6.9,0.0
20201217:2130,0.0,0.0,0.0,24.96,6.83,0.0
20201217:2230,3.82,14.09,5.6,24.81,6.55,0.0
20201217:2330,43.44,69.66,18.72,24.87,6.76,0.0
20201218:0030,63.6,95.19,31.05,25.23,6.21,0.0
20201218:0130,54.84,85.12,42.24,25.64,5.93,0.0
20201218:0230,30.32,53.4,51.07,25.33,6.14,0.0
20201218:0330,43.69,70.98,55.64,25.39,5.66,0.0
20201218:0430,110.37,153.03,54.27,25.46,5.45,0.0
20201218:0530,52.15,81.72,47.53,25.68,5.86,0.0
20201218:0630,42.03,68.67,37.46,25.68,6.62,0.0
20201218:0730,31.58,54.59,25.62,24.96,6.55,0.0
20201218:0830,11.37,26.55,12.82,25.06,6.97,0.0
20201218:0930,0.0,0.0,-0.49,25.06,6.76,0.0
20201218:1030,0.0,0.0,0.0,25.02,6.55,0.0
20201218:1130,0.0,0.0,0.0,25.07,6.28,0.0
20201218:1230,0.0,0.0,0.0,25.18,6.34,0.0
20201218:1330,0.0,0.0,0.0,25.25,6.34,0.0
20201218:1430,0.0,0.0,0.0,25.26,6.34,0.0
20201218:1530,0.0,0.0,0.0,25.15,6.21,0.0
20201218:1630,0.0,0.0,0.0,25.14,6.69,0.0
20201218:1730,0.0,0.0,0.0,25.27,6.97,0.0
20201218:1830,0.0,0.0,0.0,25.28,6.76,0.0
20201218:1930,0.0,0.0,0.0,24.96,7.31,0.0
20201218:2030,0.0,0.0,0.0,24.89,7.1,0.0
20201218:2130,0.0,0.0,0.0,24.75,7.03,0.0
20201218:2230,2.82,12.32,5.49,25.12,6.0,0.0
20201218:2330,67.51,100.15,18.61,25.42,4.76,0.0
20201219:0030,154.32,205.53,30.95,25.94,4.0,0.0
20201219:0130,253.62,328.52,42.15,26.39,3.79,0.0
20201219:0230,463.08,595.42,50.99,26.87,3.52,0.0
20201219:0330,580.41,757.88,55.6,27.87,3.24,0.0
20201219:0430,395.44,512.5,54.27,28.68,3.31,0.0
20201219:0530,360.67,467.05,47.58,28.7,2.76,0.0
20201219:0630,421.95,548.51,37.53,28.56,2.14,0.0
20201219:0730,423.44,544.49,25.7,28.71,2.9,0.0
20201219:0830,267.01,342.89,12.92,28.5,2.76,0.0
20201219:0930,0.0,0.0,-0.39,27.68,2.9,0.0
20201219:1030,0.0,0.0,0.0,26.82,3.17,0.0
20201219:1130,0.0,0.0,0.0,26.33,3.17,0.0
20201219:1230,0.0,0.0,0.0,26.04,3.17,0.0
20201219:1330,0.0,0.0,0.0,25.96,3.17,0.0
20201219:1430,0.0,0.0,0.0,25.77,3.03,0.0
20201219:1530,0.0,0.0,0.0,25.65,2.97,0.0
20201219:1630,0.0,0.0,0.0,25.61,2.83,0.0
20201219:1730,0.0,0.0,0.0,25.36,2.55,0.0
20201219:1830,0.0,0.0,0.0,25.15,2.48,0.0
20201219:1930,0.0,0.0,0.0,25.04,3.38,0.0
20201219:2030,0.0,0.0,0.0,24.88,3.66,0.0
20201219:2130,0.0,0.0,0.0,24.83,3.59,0.0
20201219:2230,289.7,363.23,5.38,24.86,3.17,0.0
20201219:2330,500.9,637.13,18.5,25.3,2.83,0.0
20201220:0030,555.81,717.07,30.84,26.4,2.83,0.0
20201220:0130,682.2,906.99,42.06,27.42,2.55,0.0
20201220:0230,545.81,717.6,50.92,28.33,2.21,0.0
20201220:0330,591.14,785.26,55.56,28.8,2.07,0.0
20201220:0430,627.08,835.44,54.29,29.0,2.34,0.0
20201220:0530,643.36,859.1,47.63,28.91,2.41,0.0
20201220:0630,344.44,443.62,37.61,29.15,3.59,0.0
20201220:0730,198.82,259.35,25.79,28.41,4.48,0.0
20201220:0830,218.25,280.86,13.01,28.08,3.86,0.0
20201220:0930,0.0,0.0,-0.29,27.65,3.38,0.0
20201220:1030,0.0,0.0,0.0,27.2,3.79,0.0
20201220:1130,0.0,0.0,0.0,26.78,4.14,0.0
20201220:1230,0.0,0.0,0.0,26.4,4.34,0.0
20201220:1330,0.0,0.0,0.0,26.04,4.0,0.0
20201220:1430,0.0,0.0,0.0,25.86,3.72,0.0
20201220:1530,0.0,0.0,0.0,25.7,3.66,0.0
20201220:1630,0.0,0.0,0.0,25.66,3.59,0.0
20201220:1730,0.0,0.0,0.0,25.65,3.45,0.0
20201220:1830,0.0,0.0,0.0,25.68,3.38,0.0
20201220:1930,0.0,0.0,0.0,25.31,4.14,0.0
20201220:2030,0.0,0.0,0.0,25.24,4.21,0.0
20201220:2130,0.0,0.0,0.0,25.25,3.93,0.0
20201220:2230,1.64,9.84,5.27,25.14,3.72,0.0
20201220:2330,122.57,164.41,18.4,25.1,3.93,0.0
20201221:0030,256.91,325.82,30.75,25.42,3.66,0.0
20201221:0130,576.88,741.73,41.97,26.05,3.45,0.0
20201221:0230,648.25,846.05,50.86,27.58,3.66,0.0
20201221:0330,685.02,909.78,55.54,28.37,3.03,0.0
20201221:0430,623.35,823.59,54.31,28.91,2.83,0.0
